0,0,1.0,30.83,0.0,0.0,0.0,9.0,0.0,1.25,3,3,1,1,0,202.0,0,1
1,1,0.0,58.67,4.46,0.0,0.0,8.0,1.0,3.04,3,3,6,1,0,43.0,560,1
2,2,0.0,24.5,0.5,0.0,0.0,8.0,1.0,1.5,3,1,0,1,0,280.0,824,1
3,3,1.0,27.83,1.54,0.0,0.0,9.0,0.0,3.75,3,3,5,3,0,100.0,3,1
4,4,1.0,20.17,5.625,0.0,0.0,9.0,0.0,1.71,3,1,0,1,3,120.0,0,1
5,5,1.0,32.08,4.0,0.0,0.0,6.0,0.0,2.5,3,1,0,3,0,360.0,0,1
6,6,1.0,33.17,1.04,0.0,0.0,7.0,1.0,6.5,3,1,0,3,0,164.0,31285,1
7,7,0.0,22.92,11.585,0.0,0.0,2.0,0.0,0.04,3,1,0,1,0,80.0,1349,1
8,8,1.0,54.42,0.5,1.0,1.0,5.0,1.0,3.96,3,1,0,1,0,180.0,314,1
9,9,1.0,42.5,4.915,1.0,1.0,9.0,0.0,3.165,3,1,0,3,0,52.0,1442,1
10,10,1.0,22.08,0.83,0.0,0.0,0.0,1.0,2.165,1,1,0,3,0,128.0,0,1
11,11,1.0,29.92,1.835,0.0,0.0,0.0,1.0,4.335,3,1,0,1,0,260.0,200,1
12,12,0.0,38.25,6.0,0.0,0.0,5.0,0.0,1.0,3,1,0,3,0,0.0,0,1
13,13,1.0,48.08,6.04,0.0,0.0,5.0,0.0,0.04,1,1,0,1,0,0.0,2690,1
14,14,0.0,45.83,10.5,0.0,0.0,8.0,0.0,5.0,3,3,7,3,0,0.0,0,1
15,15,1.0,36.67,4.415,1.0,1.0,5.0,0.0,0.25,3,3,10,3,0,320.0,0,1
16,16,1.0,28.25,0.875,0.0,0.0,6.0,0.0,0.96,3,3,3,3,0,396.0,0,1
17,17,0.0,23.25,5.875,0.0,0.0,8.0,0.0,3.17,3,3,10,1,0,120.0,245,1
18,18,1.0,21.83,0.25,0.0,0.0,1.0,1.0,0.665,3,1,0,3,0,0.0,0,1
19,19,0.0,19.17,8.585,0.0,0.0,2.0,1.0,0.75,3,3,7,1,0,96.0,0,1
20,20,1.0,25.0,11.25,0.0,0.0,0.0,0.0,2.5,3,3,17,1,0,200.0,1208,1
21,21,1.0,23.25,1.0,0.0,0.0,0.0,0.0,0.835,3,1,0,1,3,300.0,0,1
22,22,0.0,47.75,8.0,0.0,0.0,0.0,0.0,7.875,3,3,6,3,0,0.0,1260,1
23,23,0.0,27.42,14.5,0.0,0.0,10.0,1.0,3.085,3,3,1,1,0,120.0,11,1
24,24,0.0,41.17,6.5,0.0,0.0,8.0,0.0,0.5,3,3,3,3,0,145.0,0,1
25,25,0.0,15.83,0.585,0.0,0.0,0.0,1.0,1.5,3,3,2,1,0,100.0,0,1
26,26,0.0,47.0,13.0,0.0,0.0,3.0,2.0,5.165,3,3,9,3,0,0.0,0,1
27,27,1.0,56.58,18.5,0.0,0.0,1.0,2.0,15.0,3,3,17,3,0,0.0,0,1
28,28,1.0,57.42,8.5,0.0,0.0,11.0,1.0,7.0,3,3,3,1,0,0.0,0,1
29,29,1.0,42.08,1.04,0.0,0.0,9.0,0.0,5.0,3,3,6,3,0,500.0,10000,1
30,30,1.0,29.25,14.79,0.0,0.0,12.0,0.0,5.04,3,3,5,3,0,168.0,0,1
31,31,1.0,42.0,9.79,0.0,0.0,10.0,1.0,7.96,3,3,8,1,0,0.0,0,1
32,32,1.0,49.5,7.585,0.0,0.0,3.0,2.0,7.585,3,3,15,3,0,0.0,5000,1
33,33,0.0,36.75,5.125,0.0,0.0,11.0,0.0,5.0,3,1,0,3,0,0.0,4000,1
34,34,0.0,22.58,10.75,0.0,0.0,8.0,0.0,0.415,3,3,5,3,0,0.0,560,1
35,35,1.0,27.83,1.5,0.0,0.0,9.0,0.0,2.0,3,3,11,3,0,434.0,35,1
36,36,1.0,27.25,1.585,0.0,0.0,2.0,1.0,1.835,3,3,12,3,0,583.0,713,1
37,37,0.0,23.0,11.75,0.0,0.0,10.0,1.0,0.5,3,3,2,3,0,300.0,551,1
38,38,1.0,27.75,0.585,1.0,1.0,2.0,0.0,0.25,3,3,2,1,0,260.0,500,1
39,39,1.0,54.58,9.415,0.0,0.0,13.0,13.0,14.415,3,3,11,3,0,30.0,300,1
40,40,1.0,34.17,9.17,0.0,0.0,0.0,0.0,4.5,3,3,12,3,0,0.0,221,1
41,41,1.0,28.92,15.0,0.0,0.0,0.0,1.0,5.335,3,3,11,1,0,0.0,2283,1
42,42,1.0,29.67,1.415,0.0,0.0,9.0,1.0,0.75,3,3,1,1,0,240.0,100,1
43,43,1.0,39.58,13.915,0.0,0.0,9.0,0.0,8.625,3,3,6,3,0,70.0,0,1
44,44,1.0,56.42,28.0,1.0,1.0,0.0,0.0,28.5,3,3,40,1,0,0.0,15,1
45,45,1.0,54.33,6.75,0.0,0.0,0.0,1.0,2.625,3,3,11,3,0,0.0,284,1
46,46,0.0,41.0,2.04,1.0,1.0,8.0,1.0,0.125,3,3,23,3,0,455.0,1236,1
47,47,1.0,31.92,4.46,0.0,0.0,2.0,1.0,6.04,3,3,3,1,0,311.0,300,1
48,48,1.0,41.5,1.54,0.0,0.0,3.0,2.0,3.5,1,1,0,1,0,216.0,0,1
49,49,1.0,23.92,0.665,0.0,0.0,0.0,0.0,0.165,1,1,0,1,0,100.0,0,1
50,50,0.0,25.75,0.5,0.0,0.0,0.0,1.0,0.875,3,1,0,3,0,491.0,0,1
51,51,1.0,26.0,1.0,0.0,0.0,8.0,0.0,1.75,3,1,0,3,0,280.0,0,1
52,52,1.0,37.42,2.04,0.0,0.0,9.0,0.0,0.04,3,1,0,3,0,400.0,5800,1
53,53,1.0,34.92,2.5,0.0,0.0,9.0,0.0,0.0,3,1,0,3,0,239.0,200,1
54,54,1.0,34.25,3.0,0.0,0.0,2.0,1.0,7.415,3,1,0,3,0,0.0,0,1
55,55,1.0,23.33,11.625,1.0,1.0,9.0,0.0,0.835,3,1,0,3,0,160.0,300,1
56,56,1.0,23.17,0.0,0.0,0.0,2.0,0.0,0.085,3,1,0,1,0,0.0,0,1
57,57,1.0,44.33,0.5,0.0,0.0,3.0,1.0,5.0,3,1,0,3,0,320.0,0,1
58,58,1.0,35.17,4.5,0.0,0.0,10.0,1.0,5.75,1,1,0,3,3,711.0,0,1
59,59,1.0,43.25,3.0,0.0,0.0,8.0,1.0,6.0,3,3,11,1,0,80.0,0,1
60,60,1.0,56.75,12.25,0.0,0.0,6.0,0.0,1.25,3,3,4,3,0,200.0,0,1
61,61,1.0,31.67,16.165,0.0,0.0,1.0,0.0,3.0,3,3,9,1,0,250.0,730,1
62,62,0.0,23.42,0.79,1.0,1.0,8.0,0.0,1.5,3,3,2,3,0,80.0,400,1
63,63,0.0,20.42,0.835,0.0,0.0,8.0,0.0,1.585,3,3,1,1,0,0.0,0,1
64,64,1.0,26.67,4.25,0.0,0.0,2.0,0.0,4.29,3,3,1,3,0,120.0,0,1
65,65,1.0,34.17,1.54,0.0,0.0,2.0,0.0,1.54,3,3,1,3,0,520.0,50000,1
66,66,0.0,36.0,1.0,0.0,0.0,0.0,0.0,2.0,3,3,11,1,0,0.0,456,1
67,67,1.0,25.5,0.375,0.0,0.0,6.0,0.0,0.25,3,3,3,1,0,260.0,15108,1
68,68,1.0,19.42,6.5,0.0,0.0,9.0,1.0,1.46,3,3,7,1,0,80.0,2954,1
69,69,1.0,35.17,25.125,0.0,0.0,10.0,1.0,1.625,3,3,1,3,0,515.0,500,1
70,70,1.0,32.33,7.5,0.0,0.0,11.0,2.0,1.585,3,1,0,3,3,420.0,0,0
72,72,0.0,38.58,5.0,0.0,0.0,2.0,0.0,13.5,3,1,0,3,0,980.0,0,0
73,73,1.0,44.25,0.5,0.0,0.0,6.0,0.0,10.75,3,1,0,1,3,400.0,0,0
74,74,1.0,44.83,7.0,1.0,1.0,0.0,0.0,1.625,1,1,0,1,0,160.0,2,0
75,75,1.0,20.67,5.29,0.0,0.0,8.0,0.0,0.375,3,3,1,1,0,160.0,0,0
76,76,1.0,34.08,6.5,0.0,0.0,12.0,0.0,0.125,3,1,0,3,0,443.0,0,0
77,77,0.0,19.17,0.585,1.0,1.0,12.0,0.0,0.585,3,1,0,3,0,160.0,0,0
78,78,1.0,21.67,1.165,1.0,1.0,5.0,0.0,2.5,3,3,1,1,0,180.0,20,0
79,79,1.0,21.5,9.75,0.0,0.0,0.0,0.0,0.25,3,1,0,1,0,140.0,0,0
80,80,1.0,49.58,19.0,0.0,0.0,13.0,13.0,0.0,3,3,1,1,0,94.0,0,0
81,81,0.0,27.67,1.5,0.0,0.0,6.0,0.0,2.0,3,1,0,1,3,368.0,0,0
82,82,1.0,39.83,0.5,0.0,0.0,6.0,0.0,0.25,3,1,0,1,3,288.0,0,0
84,84,1.0,27.25,0.625,0.0,0.0,12.0,0.0,0.455,3,1,0,3,0,200.0,0,0
85,85,1.0,37.17,4.0,0.0,0.0,0.0,2.0,5.0,3,1,0,3,3,280.0,0,0
87,87,1.0,25.67,2.21,1.0,1.0,12.0,0.0,4.0,3,1,0,1,0,188.0,0,0
88,88,1.0,34.0,4.5,0.0,0.0,12.0,0.0,1.0,3,1,0,3,0,240.0,0,0
89,89,0.0,49.0,1.5,0.0,0.0,4.0,4.0,0.0,3,1,0,3,0,100.0,27,0
90,90,1.0,62.5,12.75,1.0,1.0,0.0,1.0,5.0,3,1,0,1,0,112.0,0,0
91,91,1.0,31.42,15.5,0.0,0.0,0.0,0.0,0.5,3,1,0,1,0,120.0,0,0
93,93,1.0,52.33,1.375,1.0,1.0,0.0,1.0,9.46,3,1,0,3,0,200.0,100,0
94,94,1.0,28.75,1.5,1.0,1.0,0.0,0.0,1.5,3,1,0,3,0,0.0,225,0
95,95,0.0,28.58,3.54,0.0,0.0,3.0,2.0,0.5,3,1,0,3,0,171.0,0,0
96,96,1.0,23.0,0.625,1.0,1.0,12.0,0.0,0.125,3,1,0,1,0,180.0,1,0
98,98,0.0,22.5,11.0,1.0,1.0,8.0,0.0,3.0,3,1,0,3,0,268.0,0,0
